reviewId,game,date,content_lower,Sentiment,is_train,pred_label
rev_17115,Wild_Rift,2026-01,the connection is absolutely smooth and stable during team fights highly recommend this game!,2,0,2
rev_17116,Wild_Rift,2026-04,after the riot games update completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17117,Wild_Rift,2026-01,every time i play ranked wild-rift terrible lag spikes with high server ping matches me with bad teammates.,0,1,0
rev_17118,Wild_Rift,2026-02,every time i play ranked wild-rift terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17119,Wild_Rift,2026-04,after the riot games update completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17120,Wild_Rift,2026-01,every time i play ranked wild-rift terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17121,Wild_Rift,2026-02,wild-rift updated to patch version 3.2 this week on the official live servers.,1,0,1
rev_17122,Wild_Rift,2026-01,the developers changed the gold distribution settings in the latest patch notes.,1,0,1
rev_17123,Wild_Rift,2026-04,every time i play ranked wild-rift terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17124,Wild_Rift,2026-02,every time i play ranked wild-rift terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17125,Wild_Rift,2026-05,every time i play ranked wild-rift severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17126,Wild_Rift,2026-02,wild-rift updated to patch version 3.2 this week for the upcoming competitive season.,1,0,1
rev_17127,Wild_Rift,2026-03,just checking out i played it once on my tablet nothing special honestly.,3,0,3
rev_17128,Wild_Rift,2025-12,wild-rift matchmaking has wild-rift with my active guild members best mobile moba ever.,2,0,2
rev_17129,Wild_Rift,2026-01,the developers changed the champion balance scales on the official live servers.,1,0,1
rev_17130,Wild_Rift,2025-12,after the riot games update severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17131,Wild_Rift,2026-04,every time i play ranked wild-rift severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17132,Wild_Rift,2026-05,the connection is absolutely smooth and stable during team fights fair ranked competitive play.,2,0,2
rev_17133,Wild_Rift,2026-02,after the riot games update terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17134,Wild_Rift,2026-05,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_17135,Wild_Rift,2026-05,wild-rift is experiencing severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17136,Wild_Rift,2025-11,i downloaded wild-rift because the graphics interface layout will delete it soon.,3,0,3
rev_17137,Wild_Rift,2026-01,wild-rift updated to patch version 3.2 this week in the latest patch notes.,1,0,1
rev_17138,Wild_Rift,2025-12,after the riot games update completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17139,Wild_Rift,2026-04,after the riot games update terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17140,Wild_Rift,2026-01,the developers changed the champion balance scales for the upcoming competitive season.,1,0,1
rev_17141,Wild_Rift,2025-11,riot games announced the gold distribution settings for the upcoming competitive season.,1,0,1
rev_17142,Wild_Rift,2026-04,wild-rift is experiencing terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17143,Wild_Rift,2026-02,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17144,Wild_Rift,2026-04,after the riot games update terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17145,Wild_Rift,2026-03,after the riot games update terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17146,Wild_Rift,2025-12,after the riot games update terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17147,Wild_Rift,2025-12,the developers changed the champion balance scales for the upcoming competitive season.,1,0,1
rev_17148,Wild_Rift,2025-12,the connection is absolutely smooth and stable during team fights best mobile moba ever.,2,0,2
rev_17149,Wild_Rift,2026-02,i downloaded wild-rift because the graphics interface layout will delete it soon.,3,0,3
rev_17151,Wild_Rift,2025-11,after the riot games update terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17152,Wild_Rift,2026-01,every time i play ranked wild-rift completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17153,Wild_Rift,2026-03,every time i play ranked wild-rift completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17154,Wild_Rift,2026-02,wild-rift is experiencing terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17155,Wild_Rift,2026-02,the developers changed the champion balance scales in the latest patch notes.,1,0,1
rev_17156,Wild_Rift,2026-03,wild-rift is experiencing severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17157,Wild_Rift,2026-01,wild-rift matchmaking has smooth and stable during team fights best mobile moba ever.,2,0,2
rev_17158,Wild_Rift,2025-12,wild-rift is experiencing terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17159,Wild_Rift,2026-02,wild-rift is experiencing severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17160,Wild_Rift,2026-01,after the riot games update severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17163,Wild_Rift,2025-11,every time i play ranked wild-rift completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17164,Wild_Rift,2025-11,wild-rift is experiencing severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17165,Wild_Rift,2025-11,every time i play ranked wild-rift completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17166,Wild_Rift,2026-01,wild-rift updated to the champion balance scales for the upcoming competitive season.,1,0,1
rev_17167,Wild_Rift,2025-12,riot games announced the gold distribution settings in the latest patch notes.,1,0,1
rev_17168,Wild_Rift,2026-02,after the riot games update severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17169,Wild_Rift,2025-12,after the riot games update severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17170,Wild_Rift,2026-04,every time i play ranked wild-rift completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17171,Wild_Rift,2026-02,after the riot games update terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17172,Wild_Rift,2026-02,the connection is absolutely wild-rift with my active guild members highly recommend this game!,2,0,2
rev_17173,Wild_Rift,2026-05,every time i play ranked wild-rift terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17174,Wild_Rift,2026-02,the developers changed the gold distribution settings in the latest patch notes.,1,0,1
rev_17175,Wild_Rift,2025-12,riot games announced the champion balance scales in the latest patch notes.,1,0,1
rev_17176,Wild_Rift,2026-04,wild-rift is experiencing severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17177,Wild_Rift,2026-05,this game exists and my friends told me to try it testing it out today.,3,0,3
rev_17178,Wild_Rift,2026-03,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17179,Wild_Rift,2025-11,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_17180,Wild_Rift,2026-02,after the riot games update completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_17181,Wild_Rift,2025-11,this game exists and i played it once on my tablet will delete it soon.,3,0,3
rev_17182,Wild_Rift,2025-12,wild-rift is experiencing severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17183,Wild_Rift,2026-02,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,1,0
rev_17184,Wild_Rift,2026-05,every time i play ranked wild-rift terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17185,Wild_Rift,2026-03,the developers changed the gold distribution settings for the upcoming competitive season.,1,0,1
rev_17186,Wild_Rift,2026-05,the developers changed the champion balance scales on the official live servers.,1,0,1
rev_17187,Wild_Rift,2026-04,after the riot games update terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17188,Wild_Rift,2026-03,riot games announced the champion balance scales on the official live servers.,1,0,1
rev_17189,Wild_Rift,2025-11,wild-rift is experiencing severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17190,Wild_Rift,2025-12,wild-rift is experiencing severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17191,Wild_Rift,2025-12,every time i play ranked wild-rift terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17192,Wild_Rift,2025-11,wild-rift updated to the gold distribution settings on the official live servers.,1,0,1
rev_17193,Wild_Rift,2026-02,the developers changed the champion balance scales for the upcoming competitive season.,1,0,1
rev_17194,Wild_Rift,2026-02,the connection is absolutely smooth and stable during team fights fair ranked competitive play.,2,0,2
rev_17195,Wild_Rift,2026-04,every time i play ranked wild-rift terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17196,Wild_Rift,2026-04,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17197,Wild_Rift,2025-12,wild-rift matchmaking has wild-rift with my active guild members highly recommend this game!,2,0,2
rev_17198,Wild_Rift,2025-11,every time i play ranked wild-rift completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17199,Wild_Rift,2026-02,the developers changed the gold distribution settings on the official live servers.,1,0,1
rev_17201,Wild_Rift,2026-02,after the riot games update severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17202,Wild_Rift,2025-12,the developers changed the champion balance scales for the upcoming competitive season.,1,0,1
rev_17203,Wild_Rift,2025-12,wild-rift updated to the gold distribution settings in the latest patch notes.,1,0,1
rev_17204,Wild_Rift,2025-11,after the riot games update completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17205,Wild_Rift,2026-03,after the riot games update severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17206,Wild_Rift,2026-03,every time i play ranked wild-rift severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17207,Wild_Rift,2025-11,after the riot games update terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17208,Wild_Rift,2026-05,riot games announced the gold distribution settings for the upcoming competitive season.,1,0,1
rev_17209,Wild_Rift,2026-04,after the riot games update completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17210,Wild_Rift,2026-02,riot games announced the gold distribution settings in the latest patch notes.,1,0,1
rev_17211,Wild_Rift,2026-05,wild-rift is experiencing terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17212,Wild_Rift,2026-05,i really love playing improved a lot after the patch fair ranked competitive play.,2,0,2
rev_17213,Wild_Rift,2026-02,wild-rift updated to the champion balance scales for the upcoming competitive season.,1,0,1
rev_17214,Wild_Rift,2026-01,riot games announced patch version 3.2 this week on the official live servers.,1,0,1
rev_17215,Wild_Rift,2026-04,every time i play ranked wild-rift terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17216,Wild_Rift,2025-11,every time i play ranked wild-rift terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17217,Wild_Rift,2026-03,wild-rift matchmaking has improved a lot after the patch best mobile moba ever.,2,0,2
rev_17218,Wild_Rift,2026-02,the developers changed the gold distribution settings in the latest patch notes.,1,0,1
rev_17219,Wild_Rift,2026-04,after the riot games update completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17220,Wild_Rift,2025-11,after the riot games update terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17221,Wild_Rift,2026-02,i downloaded wild-rift because i played it once on my tablet testing it out today.,3,0,3
rev_17222,Wild_Rift,2025-12,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17223,Wild_Rift,2026-04,after the riot games update terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17224,Wild_Rift,2025-11,every time i play ranked wild-rift severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17225,Wild_Rift,2026-05,the developers changed the gold distribution settings on the official live servers.,1,0,1
rev_17226,Wild_Rift,2026-02,this game exists and the graphics interface layout testing it out today.,3,0,3
rev_17227,Wild_Rift,2026-02,wild-rift updated to patch version 3.2 this week for the upcoming competitive season.,1,0,1
rev_17228,Wild_Rift,2026-05,after the riot games update completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_17229,Wild_Rift,2025-12,after the riot games update severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17230,Wild_Rift,2026-05,every time i play ranked wild-rift terrible lag spikes with high server ping completely trolls every game.,0,1,0
rev_17231,Wild_Rift,2026-02,every time i play ranked wild-rift terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17232,Wild_Rift,2026-05,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17233,Wild_Rift,2026-05,after the riot games update severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17234,Wild_Rift,2025-12,every time i play ranked wild-rift terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17235,Wild_Rift,2025-11,i really love playing improved a lot after the patch best mobile moba ever.,2,0,2
rev_17236,Wild_Rift,2026-01,every time i play ranked wild-rift severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17237,Wild_Rift,2026-01,just checking out my friends told me to try it will delete it soon.,3,0,3
rev_17238,Wild_Rift,2026-01,wild-rift is experiencing severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17239,Wild_Rift,2026-05,after the riot games update terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17240,Wild_Rift,2026-05,riot games announced patch version 3.2 this week for the upcoming competitive season.,1,0,1
rev_17241,Wild_Rift,2026-03,i really love playing wild-rift with my active guild members fair ranked competitive play.,2,0,2
rev_17242,Wild_Rift,2026-04,after the riot games update terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17243,Wild_Rift,2026-03,every time i play ranked wild-rift completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17244,Wild_Rift,2026-05,every time i play ranked wild-rift terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17245,Wild_Rift,2025-11,wild-rift is experiencing terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17246,Wild_Rift,2026-01,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17247,Wild_Rift,2025-11,after the riot games update severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17248,Wild_Rift,2026-03,after the riot games update terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17249,Wild_Rift,2026-03,i downloaded wild-rift because the graphics interface layout will delete it soon.,3,0,3
rev_17251,Wild_Rift,2026-02,this game exists and i played it once on my tablet testing it out today.,3,0,3
rev_17252,Wild_Rift,2026-01,riot games announced patch version 3.2 this week in the latest patch notes.,1,0,1
rev_17253,Wild_Rift,2025-12,wild-rift is experiencing completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17254,Wild_Rift,2026-02,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17255,Wild_Rift,2026-05,i downloaded wild-rift because my friends told me to try it testing it out today.,3,0,3
rev_17256,Wild_Rift,2026-01,wild-rift updated to the gold distribution settings in the latest patch notes.,1,0,1
rev_17257,Wild_Rift,2026-05,wild-rift updated to the gold distribution settings on the official live servers.,1,0,1
rev_17258,Wild_Rift,2026-03,just checking out my friends told me to try it will delete it soon.,3,0,3
rev_17259,Wild_Rift,2026-04,wild-rift is experiencing severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17260,Wild_Rift,2026-03,riot games announced the gold distribution settings in the latest patch notes.,1,0,1
rev_17261,Wild_Rift,2026-04,the developers changed the champion balance scales on the official live servers.,1,0,1
rev_17262,Wild_Rift,2025-12,after the riot games update severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17263,Wild_Rift,2026-04,this game exists and i played it once on my tablet testing it out today.,3,0,3
rev_17264,Wild_Rift,2026-04,wild-rift updated to patch version 3.2 this week in the latest patch notes.,1,0,1
rev_17265,Wild_Rift,2026-04,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_17266,Wild_Rift,2025-11,after the riot games update terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17267,Wild_Rift,2025-11,riot games announced patch version 3.2 this week for the upcoming competitive season.,1,0,1
rev_17268,Wild_Rift,2025-11,after the riot games update completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17269,Wild_Rift,2026-05,just checking out i played it once on my tablet testing it out today.,3,0,3
rev_17270,Wild_Rift,2026-01,this game exists and i played it once on my tablet testing it out today.,3,0,3
rev_17271,Wild_Rift,2026-05,i really love playing smooth and stable during team fights fair ranked competitive play.,2,0,2
rev_17272,Wild_Rift,2026-02,after the riot games update completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_17273,Wild_Rift,2026-01,the connection is absolutely smooth and stable during team fights highly recommend this game!,2,0,2
rev_17274,Wild_Rift,2026-02,after the riot games update terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17275,Wild_Rift,2026-03,every time i play ranked wild-rift terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17276,Wild_Rift,2026-05,this game exists and my friends told me to try it testing it out today.,3,0,3
rev_17277,Wild_Rift,2026-01,every time i play ranked wild-rift terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17278,Wild_Rift,2025-11,the developers changed the gold distribution settings for the upcoming competitive season.,1,0,1
rev_17279,Wild_Rift,2026-05,wild-rift is experiencing severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17280,Wild_Rift,2025-12,riot games announced patch version 3.2 this week for the upcoming competitive season.,1,0,1
rev_17283,Wild_Rift,2025-12,riot games announced the champion balance scales on the official live servers.,1,0,1
rev_17284,Wild_Rift,2025-11,wild-rift is experiencing severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17285,Wild_Rift,2026-02,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17286,Wild_Rift,2026-05,riot games announced the gold distribution settings on the official live servers.,1,0,1
rev_17287,Wild_Rift,2025-12,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,1,0
rev_17288,Wild_Rift,2026-02,riot games announced the champion balance scales on the official live servers.,1,0,1
rev_17289,Wild_Rift,2026-04,after the riot games update severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17290,Wild_Rift,2026-03,after the riot games update severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17291,Wild_Rift,2025-11,every time i play ranked wild-rift completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17292,Wild_Rift,2026-04,wild-rift is experiencing completely unbalanced rank draft matches matches me with bad teammates.,0,1,0
rev_17293,Wild_Rift,2026-04,riot games announced the champion balance scales in the latest patch notes.,1,0,1
rev_17294,Wild_Rift,2025-11,wild-rift is experiencing severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17295,Wild_Rift,2026-01,the connection is absolutely smooth and stable during team fights highly recommend this game!,2,0,2
rev_17296,Wild_Rift,2026-01,the developers changed the gold distribution settings for the upcoming competitive season.,1,0,1
rev_17297,Wild_Rift,2026-02,every time i play ranked wild-rift severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17298,Wild_Rift,2026-04,wild-rift is experiencing terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17299,Wild_Rift,2026-03,wild-rift updated to patch version 3.2 this week on the official live servers.,1,0,1
rev_17301,Wild_Rift,2026-01,wild-rift is experiencing terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17302,Wild_Rift,2026-03,after the riot games update terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17303,Wild_Rift,2025-11,just checking out the graphics interface layout testing it out today.,3,0,3
rev_17304,Wild_Rift,2025-12,after the riot games update completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_17305,Wild_Rift,2025-12,after the riot games update severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17306,Wild_Rift,2025-12,wild-rift updated to patch version 3.2 this week for the upcoming competitive season.,1,0,1
rev_17307,Wild_Rift,2025-12,every time i play ranked wild-rift completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17308,Wild_Rift,2026-04,wild-rift is experiencing severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17309,Wild_Rift,2026-02,after the riot games update completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17310,Wild_Rift,2026-01,the connection is absolutely improved a lot after the patch best mobile moba ever.,2,0,2
rev_17311,Wild_Rift,2026-03,every time i play ranked wild-rift completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17312,Wild_Rift,2026-05,every time i play ranked wild-rift severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17313,Wild_Rift,2026-01,i really love playing improved a lot after the patch highly recommend this game!,2,0,2
rev_17314,Wild_Rift,2026-01,just checking out my friends told me to try it testing it out today.,3,0,3
rev_17315,Wild_Rift,2026-02,every time i play ranked wild-rift severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17316,Wild_Rift,2026-01,the developers changed the gold distribution settings on the official live servers.,1,0,1
rev_17317,Wild_Rift,2026-01,every time i play ranked wild-rift severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17318,Wild_Rift,2026-01,wild-rift is experiencing completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17319,Wild_Rift,2026-02,wild-rift is experiencing completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17320,Wild_Rift,2026-02,wild-rift is experiencing terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17321,Wild_Rift,2026-02,every time i play ranked wild-rift completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17322,Wild_Rift,2025-12,wild-rift is experiencing terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17323,Wild_Rift,2026-05,every time i play ranked wild-rift severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17324,Wild_Rift,2025-12,every time i play ranked wild-rift completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17325,Wild_Rift,2025-12,i downloaded wild-rift because the graphics interface layout will delete it soon.,3,0,3
rev_17326,Wild_Rift,2026-05,every time i play ranked wild-rift severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17327,Wild_Rift,2026-05,after the riot games update severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17328,Wild_Rift,2025-11,wild-rift is experiencing severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17329,Wild_Rift,2026-04,every time i play ranked wild-rift completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17330,Wild_Rift,2025-12,after the riot games update severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17331,Wild_Rift,2026-01,i really love playing smooth and stable during team fights highly recommend this game!,2,0,2
rev_17332,Wild_Rift,2026-01,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17333,Wild_Rift,2026-02,wild-rift updated to the champion balance scales on the official live servers.,1,0,1
rev_17334,Wild_Rift,2025-12,this game exists and my friends told me to try it nothing special honestly.,3,0,3
rev_17335,Wild_Rift,2026-02,wild-rift updated to the gold distribution settings on the official live servers.,1,0,1
rev_17336,Wild_Rift,2025-11,wild-rift is experiencing severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17337,Wild_Rift,2026-03,every time i play ranked wild-rift completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17338,Wild_Rift,2026-04,every time i play ranked wild-rift completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17339,Wild_Rift,2025-11,every time i play ranked wild-rift completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17340,Wild_Rift,2026-01,riot games announced patch version 3.2 this week in the latest patch notes.,1,0,1
rev_17341,Wild_Rift,2026-02,after the riot games update severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17342,Wild_Rift,2026-02,i really love playing smooth and stable during team fights best mobile moba ever.,2,0,2
rev_17343,Wild_Rift,2026-01,just checking out the graphics interface layout will delete it soon.,3,1,3
rev_17344,Wild_Rift,2026-01,wild-rift is experiencing terrible lag spikes with high server ping completely trolls every game.,0,0,0
rev_17345,Wild_Rift,2026-04,every time i play ranked wild-rift completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17346,Wild_Rift,2026-03,wild-rift is experiencing severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17347,Wild_Rift,2026-01,after the riot games update severe matchmaking issues and long queue times completely trolls every game.,0,0,0
rev_17348,Wild_Rift,2026-04,the developers changed patch version 3.2 this week in the latest patch notes.,1,0,1
rev_17349,Wild_Rift,2025-11,i downloaded wild-rift because the graphics interface layout nothing special honestly.,3,0,3
rev_17351,Wild_Rift,2025-11,the developers changed patch version 3.2 this week for the upcoming competitive season.,1,0,1
rev_17352,Wild_Rift,2025-12,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_17353,Wild_Rift,2025-11,riot games announced the champion balance scales on the official live servers.,1,0,1
rev_17354,Wild_Rift,2026-02,wild-rift updated to the gold distribution settings for the upcoming competitive season.,1,0,1
rev_17355,Wild_Rift,2026-01,wild-rift updated to patch version 3.2 this week on the official live servers.,1,0,1
rev_17356,Wild_Rift,2025-12,i downloaded wild-rift because i played it once on my tablet nothing special honestly.,3,0,3
rev_17357,Wild_Rift,2026-01,the developers changed the gold distribution settings in the latest patch notes.,1,0,1
rev_17358,Wild_Rift,2026-02,wild-rift updated to the gold distribution settings in the latest patch notes.,1,0,1
rev_17359,Wild_Rift,2026-05,i really love playing smooth and stable during team fights highly recommend this game!,2,0,2
rev_17360,Wild_Rift,2026-04,after the riot games update completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_17361,Wild_Rift,2026-05,i really love playing wild-rift with my active guild members fair ranked competitive play.,2,0,2
rev_17362,Wild_Rift,2025-11,wild-rift updated to the gold distribution settings on the official live servers.,1,0,1
rev_17363,Wild_Rift,2026-03,riot games announced the champion balance scales for the upcoming competitive season.,1,0,1
rev_17364,Wild_Rift,2026-02,wild-rift is experiencing completely unbalanced rank draft matches making ranked unplayable.,0,0,0
rev_17365,Wild_Rift,2026-01,after the riot games update completely unbalanced rank draft matches matches me with bad teammates.,0,0,0
rev_17366,Wild_Rift,2026-05,every time i play ranked wild-rift terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17367,Wild_Rift,2026-01,riot games announced the champion balance scales for the upcoming competitive season.,1,0,1
rev_17368,Wild_Rift,2026-02,the developers changed the champion balance scales in the latest patch notes.,1,0,1
rev_17369,Wild_Rift,2026-03,every time i play ranked wild-rift severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17370,Wild_Rift,2026-03,wild-rift is experiencing terrible lag spikes with high server ping making ranked unplayable.,0,0,0
rev_17371,Wild_Rift,2026-03,riot games announced the gold distribution settings on the official live servers.,1,0,1
rev_17372,Wild_Rift,2025-11,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17373,Wild_Rift,2026-04,wild-rift updated to patch version 3.2 this week on the official live servers.,1,0,1
rev_17374,Wild_Rift,2025-12,after the riot games update terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17375,Wild_Rift,2026-04,wild-rift is experiencing completely unbalanced rank draft matches completely trolls every game.,0,0,0
rev_17376,Wild_Rift,2026-05,every time i play ranked wild-rift severe matchmaking issues and long queue times making ranked unplayable.,0,0,0
rev_17377,Wild_Rift,2026-02,wild-rift is experiencing severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17378,Wild_Rift,2026-05,every time i play ranked wild-rift severe matchmaking issues and long queue times matches me with bad teammates.,0,0,0
rev_17379,Wild_Rift,2026-05,wild-rift is experiencing terrible lag spikes with high server ping matches me with bad teammates.,0,0,0
rev_17380,Wild_Rift,2026-01,wild-rift is experiencing terrible lag spikes with high server ping making ranked unplayable.,0,1,0
